Title20,Title,Country,SCIE,SSCI,AHCI,ESCI
J FACIL MANAG,JOURNAL OF FACILITIES MANAGEMENT,ENGLAND,,,,X
J FAIL ANAL PREV,JOURNAL OF FAILURE ANALYSIS AND PREVENTION,UNITED STATES,,,,X
J FAM BUS MANAG,JOURNAL OF FAMILY BUSINESS MANAGEMENT,ENGLAND,,,,X
J FAM BUS STRATEG,JOURNAL OF FAMILY BUSINESS STRATEGY,NETHERLANDS,,X,,
J FAM COMMUN,JOURNAL OF FAMILY COMMUNICATION,ENGLAND,,,,X
J FAM COMMUNITY MED,JOURNAL OF FAMILY AND COMMUNITY MEDICINE,SAUDI ARABIA,,,,X
J FAM ECON ISS,JOURNAL OF FAMILY AND ECONOMIC ISSUES,SWITZERLAND,,X,,
J FAM HIST,JOURNAL OF FAMILY HISTORY,UNITED STATES,,X,,
J FAM ISSUES,JOURNAL OF FAMILY ISSUES,UNITED STATES,,X,,
J FAM MED PRIM CARE,JOURNAL OF FAMILY MEDICINE AND PRIMARY CARE,INDIA,,,,X
J FAM NURS,JOURNAL OF FAMILY NURSING,ENGLAND,X,X,,
J FAM PSYCHOL,JOURNAL OF FAMILY PSYCHOLOGY,UNITED STATES,,X,,
J FAM SOC WORK,JOURNAL OF FAMILY SOCIAL WORK,UNITED STATES,,,,X
J FAM STUD,JOURNAL OF FAMILY STUDIES,AUSTRALIA,,X,,
J FAM THEOR REV,JOURNAL OF FAMILY THEORY & REVIEW,UNITED STATES,,X,,
J FAM THER,JOURNAL OF FAMILY THERAPY,ENGLAND,,X,,
J FAM TRAUMA CHILD C,JOURNAL OF FAMILY TRAUMA CHILD CUSTODY & CHILD DEVELOPMENT,UNITED STATES,,,,X
J FAM VIOLENCE,JOURNAL OF FAMILY VIOLENCE,UNITED STATES,,X,,
J FASH MARK MANAG,JOURNAL OF FASHION MARKETING AND MANAGEMENT,ENGLAND,,X,,
J FELINE MED SURG,JOURNAL OF FELINE MEDICINE AND SURGERY,ENGLAND,X,,,
J FELINE MED SURG OP,JOURNAL OF FELINE MEDICINE AND SURGERY OPEN REPORTS,ENGLAND,,,,X
J FEM FAM THER,JOURNAL OF FEMINIST FAMILY THERAPY,UNITED STATES,,,,X
J FEM SCHOLARSH,JOURNAL OF FEMINIST SCHOLARSHIP,UNITED STATES,,,,X
J FEMINIST STUD REL,JOURNAL OF FEMINIST STUDIES IN RELIGION,UNITED STATES,,,X,
J FETAL MED,JOURNAL OF FETAL MEDICINE,INDIA,,,,X
J FIBER SCI TECHNOL,JOURNAL OF FIBER SCIENCE AND TECHNOLOGY,JAPAN,X,,,
J FIELD ARCHAEOL,JOURNAL OF FIELD ARCHAEOLOGY,UNITED STATES,,,X,
J FIELD ORNITHOL,JOURNAL OF FIELD ORNITHOLOGY,UNITED STATES,X,,,
J FIELD ROBOT,JOURNAL OF FIELD ROBOTICS,UNITED STATES,X,,,
J FILM VIDEO,JOURNAL OF FILM AND VIDEO,UNITED STATES,,,X,
J FINAN ECON POLICY,JOURNAL OF FINANCIAL ECONOMIC POLICY,ENGLAND,,,,X
J FINANC,JOURNAL OF FINANCE,UNITED STATES,,X,,
J FINANC COUNS PLAN,JOURNAL OF FINANCIAL COUNSELING AND PLANNING,UNITED STATES,,,,X
J FINANC ECON,JOURNAL OF FINANCIAL ECONOMICS,SWITZERLAND,,X,,
J FINANC ECONOMET,JOURNAL OF FINANCIAL ECONOMETRICS,UNITED STATES,,X,,
J FINANC INTERMED,JOURNAL OF FINANCIAL INTERMEDIATION,UNITED STATES,,X,,
J FINANC MANAG PROP,JOURNAL OF FINANCIAL MANAGEMENT OF PROPERTY AND CONSTRUCTION,ENGLAND,,,,X
J FINANC MARK,JOURNAL OF FINANCIAL MARKETS,NETHERLANDS,,X,,
J FINANC MARK INFRAS,JOURNAL OF FINANCIAL MARKET INFRASTRUCTURES,ENGLAND,,,,X
J FINANC QUANT ANAL,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,UNITED STATES,,X,,
J FINANC REGUL,JOURNAL OF FINANCIAL REGULATION,ENGLAND,,,,X
J FINANC REGUL COMPL,JOURNAL OF FINANCIAL REGULATION AND COMPLIANCE,ENGLAND,,,,X
J FINANC REPORT,JOURNAL OF FINANCIAL REPORTING,UNITED STATES,,,,X
J FINANC REPORT ACCO,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,ENGLAND,,,,X
J FINANC RES-US,JOURNAL OF FINANCIAL RESEARCH,UNITED STATES,,X,,
J FINANC SERV MARK,JOURNAL OF FINANCIAL SERVICES MARKETING,ENGLAND,,,,X
J FINANC SERV RES,JOURNAL OF FINANCIAL SERVICES RESEARCH,UNITED STATES,,X,,
J FINANC STABIL,JOURNAL OF FINANCIAL STABILITY,UNITED STATES,,X,,
J FINANCE DATA SCI,JOURNAL OF FINANCE AND DATA SCIENCE,PEOPLES R CHINA,,,,X
J FIRE SCI,JOURNAL OF FIRE SCIENCES,ENGLAND,X,,,
J FISH,JOURNAL OF FISHERIES,BANGLADESH,,,,X
J FISH BIOL,JOURNAL OF FISH BIOLOGY,ENGLAND,X,,,
J FISH DIS,JOURNAL OF FISH DISEASES,ENGLAND,X,,,
J FISH WILDL MANAG,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,UNITED STATES,X,,,
J FIX POINT THEORY A,JOURNAL OF FIXED POINT THEORY AND APPLICATIONS,SWITZERLAND,X,,,
J FIZ MALAYS,JURNAL FIZIK MALAYSIA,MALAYSIA,,,,X
J FLOOD RISK MANAG,JOURNAL OF FLOOD RISK MANAGEMENT,ENGLAND,X,,,
J FLOW CHEM,JOURNAL OF FLOW CHEMISTRY,UNITED STATES,X,,,
J FLOW VIS IMAGE PRO,JOURNAL OF FLOW VISUALIZATION AND IMAGE PROCESSING,UNITED STATES,,,,X
J FLUENCY DISORD,JOURNAL OF FLUENCY DISORDERS,UNITED STATES,X,X,,
J FLUID ENG-T ASME,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,UNITED STATES,X,,,
J FLUID MECH,JOURNAL OF FLUID MECHANICS,ENGLAND,X,,,
J FLUID SCI TECHNOL,JOURNAL OF FLUID SCIENCE AND TECHNOLOGY,JAPAN,,,,X
J FLUID STRUCT,JOURNAL OF FLUIDS AND STRUCTURES,ENGLAND,X,,,
J FLUORESC,JOURNAL OF FLUORESCENCE,UNITED STATES,X,,,
J FLUORINE CHEM,JOURNAL OF FLUORINE CHEMISTRY,SWITZERLAND,X,,,
J FOLKLORE RES,JOURNAL OF FOLKLORE RESEARCH,UNITED STATES,,,X,
J FOOD BIOCHEM,JOURNAL OF FOOD BIOCHEMISTRY,UNITED STATES,X,,,
J FOOD COMPOS ANAL,JOURNAL OF FOOD COMPOSITION AND ANALYSIS,UNITED STATES,X,,,
J FOOD DRUG ANAL,JOURNAL OF FOOD AND DRUG ANALYSIS,TAIWAN,X,,,
J FOOD ENG,JOURNAL OF FOOD ENGINEERING,ENGLAND,X,,,
J FOOD MEAS CHARACT,JOURNAL OF FOOD MEASUREMENT AND CHARACTERIZATION,UNITED STATES,X,,,
J FOOD NUTR RES-SLOV,JOURNAL OF FOOD AND NUTRITION RESEARCH,SLOVAKIA,X,,,
J FOOD PROCESS ENG,JOURNAL OF FOOD PROCESS ENGINEERING,UNITED STATES,X,,,
J FOOD PROCESS PRES,JOURNAL OF FOOD PROCESSING AND PRESERVATION,UNITED STATES,X,,,
J FOOD PROD MARK,JOURNAL OF FOOD PRODUCTS MARKETING,UNITED STATES,,,,X
J FOOD PROTECT,JOURNAL OF FOOD PROTECTION,UNITED STATES,X,,,
J FOOD QUALITY,JOURNAL OF FOOD QUALITY,UNITED STATES,X,,,
J FOOD SAF FOOD QUAL,JOURNAL OF FOOD SAFETY AND FOOD QUALITY-ARCHIV FUR LEBENSMITTELHYGIENE,GERMANY,X,,,
J FOOD SAFETY,JOURNAL OF FOOD SAFETY,UNITED STATES,X,,,
J FOOD SCI,JOURNAL OF FOOD SCIENCE,UNITED STATES,X,,,
J FOOD SCI TECH MYS,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE,INDIA,X,,,
J FOOD SCI TECHNOL-U,JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-UKRAINE,UKRAINE,,,,X
J FOOT ANKLE RES,JOURNAL OF FOOT AND ANKLE RESEARCH,ENGLAND,X,,,
J FOOT ANKLE SURG,JOURNAL OF FOOT & ANKLE SURGERY,UNITED STATES,X,,,
J FOR SCI-PRAGUE,JOURNAL OF FOREST SCIENCE,CZECH REPUBLIC,,,,X
J FORAMIN RES,JOURNAL OF FORAMINIFERAL RESEARCH,UNITED STATES,X,,,
J FORECASTING,JOURNAL OF FORECASTING,ENGLAND,,X,,
J FOREN PSYCHOL RES,JOURNAL OF FORENSIC PSYCHOLOGY RESEARCH AND PRACTICE,UNITED STATES,,X,,
J FORENSIC LEG MED,JOURNAL OF FORENSIC AND LEGAL MEDICINE,ENGLAND,X,,,
J FORENSIC NURS,JOURNAL OF FORENSIC NURSING,UNITED STATES,X,X,,
J FORENSIC PRACT,JOURNAL OF FORENSIC PRACTICE,ENGLAND,,,,X
J FORENSIC PSYCHI PS,JOURNAL OF FORENSIC PSYCHIATRY & PSYCHOLOGY,ENGLAND,,X,,
J FORENSIC SCI,JOURNAL OF FORENSIC SCIENCES,UNITED STATES,X,,,
J FOREST,JOURNAL OF FORESTRY,UNITED STATES,X,,,
J FOREST ECON,JOURNAL OF FOREST ECONOMICS,UNITED STATES,X,X,,
J FOREST RES-JPN,JOURNAL OF FOREST RESEARCH,JAPAN,X,,,
J FORESTRY RES,JOURNAL OF FORESTRY RESEARCH,PEOPLES R CHINA,X,,,
J FORMATIVE DES LEAR,JOURNAL OF FORMATIVE DESIGN IN LEARNING,SWITZERLAND,,,,X
J FORMOS MED ASSOC,JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,TAIWAN,X,,,
J FOURIER ANAL APPL,JOURNAL OF FOURIER ANALYSIS AND APPLICATIONS,UNITED STATES,X,,,
J FR FRANCOPH PHILOS,JOURNAL OF FRENCH AND FRANCOPHONE PHILOSOPHY,UNITED STATES,,,,X
J FR LANG STUD,JOURNAL OF FRENCH LANGUAGE STUDIES,ENGLAND,,X,X,
J FR OPHTALMOL,JOURNAL FRANCAIS D OPHTALMOLOGIE,FRANCE,X,,,
J FRACTAL GEOM,JOURNAL OF FRACTAL GEOMETRY,GERMANY,X,,,
J FRAILTY AGING,JOURNAL OF FRAILTY & AGING,FRANCE,,,,X
J FRANKLIN I,JOURNAL OF THE FRANKLIN INSTITUTE,UNITED STATES,X,,,
J FRESHWATER ECOL,JOURNAL OF FRESHWATER ECOLOGY,UNITED STATES,X,,,
J FRICT WEAR+,JOURNAL OF FRICTION AND WEAR,UNITED STATES,X,,,
J FUNCT ANAL,JOURNAL OF FUNCTIONAL ANALYSIS,UNITED STATES,X,,,
J FUNCT BIOMATER,JOURNAL OF FUNCTIONAL BIOMATERIALS,SWITZERLAND,X,,,
J FUNCT FOODS,JOURNAL OF FUNCTIONAL FOODS,NETHERLANDS,X,,,
J FUNCT MORPHOL KIN,JOURNAL OF FUNCTIONAL MORPHOLOGY AND KINESIOLOGY,SWITZERLAND,,,,X
J FUNCT PROGRAM,JOURNAL OF FUNCTIONAL PROGRAMMING,ENGLAND,X,,,
J FUNCT SPACE,JOURNAL OF FUNCTION SPACES,UNITED STATES,X,,,
J FUNGI,JOURNAL OF FUNGI,SWITZERLAND,X,,,
J FURTH HIGHER EDUC,JOURNAL OF FURTHER AND HIGHER EDUCATION,ENGLAND,,,,X
J FUSION ENERG,JOURNAL OF FUSION ENERGY,UNITED STATES,X,,,
J FUTURE FOODS,JOURNAL OF FUTURE FOODS,PEOPLES R CHINA,,,,X
J FUTURES MARKETS,JOURNAL OF FUTURES MARKETS,UNITED STATES,,X,,
J FUTURES STUD,JOURNAL OF FUTURES STUDIES,TAIWAN,,,,X
J GAMBL ISSUES,JOURNAL OF GAMBLING ISSUES,CANADA,,,,X
J GAMBL STUD,JOURNAL OF GAMBLING STUDIES,UNITED STATES,,X,,
J GAMING VIRTUAL WOR,JOURNAL OF GAMING AND VIRTUAL WORLDS,ENGLAND,,,,X
J GASTRIC CANCER,JOURNAL OF GASTRIC CANCER,SOUTH KOREA,X,,,
J GASTROEN HEPATOL,JOURNAL OF GASTROENTEROLOGY AND HEPATOLOGY,AUSTRALIA,X,,,
J GASTROENTEROL,JOURNAL OF GASTROENTEROLOGY,JAPAN,X,,,
J GASTROINTEST CANC,JOURNAL OF GASTROINTESTINAL CANCER,UNITED STATES,,,,X
J GASTROINTEST LIVER,JOURNAL OF GASTROINTESTINAL AND LIVER DISEASES,ROMANIA,X,,,
J GASTROINTEST ONCOL,JOURNAL OF GASTROINTESTINAL ONCOLOGY,HONG KONG,X,,,
J GASTROINTEST SURG,JOURNAL OF GASTROINTESTINAL SURGERY,UNITED STATES,X,,,
J GAY LESBIAN MENT H,JOURNAL OF GAY & LESBIAN MENTAL HEALTH,UNITED STATES,,,,X
J GAY LESBIAN SOC SE,JOURNAL OF GAY & LESBIAN SOCIAL SERVICES,UNITED STATES,,,,X
J GEMMOL,JOURNAL OF GEMMOLOGY,ENGLAND,X,,,
J GEN APPL MICROBIOL,JOURNAL OF GENERAL AND APPLIED MICROBIOLOGY,JAPAN,X,,,
J GEN FAM MED,JOURNAL OF GENERAL AND FAMILY MEDICINE,JAPAN,,,,X
J GEN INTERN MED,JOURNAL OF GENERAL INTERNAL MEDICINE,UNITED STATES,X,,,
J GEN MANAG,JOURNAL OF GENERAL MANAGEMENT,ENGLAND,,,,X
J GEN PHILOS SCI,JOURNAL FOR GENERAL PHILOSOPHY OF SCIENCE,NETHERLANDS,,,X,
J GEN PHYSIOL,JOURNAL OF GENERAL PHYSIOLOGY,UNITED STATES,X,,,
J GEN PLANT PATHOL,JOURNAL OF GENERAL PLANT PATHOLOGY,JAPAN,X,,,
J GEN PSYCHOL,JOURNAL OF GENERAL PSYCHOLOGY,UNITED STATES,,X,,
J GEN VIROL,JOURNAL OF GENERAL VIROLOGY,ENGLAND,X,,,
J GEN-BASED VIOLENCE,JOURNAL OF GENDER-BASED VIOLENCE,ENGLAND,,,,X
J GENDER STUD,JOURNAL OF GENDER STUDIES,ENGLAND,,X,,
J GENE MED,JOURNAL OF GENE MEDICINE,ENGLAND,X,,,
J GENET,JOURNAL OF GENETICS,INDIA,X,,,
J GENET COUNS,JOURNAL OF GENETIC COUNSELING,UNITED STATES,X,X,,
J GENET ENG BIOTECHN,JOURNAL OF GENETIC ENGINEERING AND BIOTECHNOLOGY,EGYPT,,,,X
J GENET GENOMICS,JOURNAL OF GENETICS AND GENOMICS,PEOPLES R CHINA,X,,,
J GENET PSYCHOL,JOURNAL OF GENETIC PSYCHOLOGY,UNITED STATES,X,X,,
J GENOCIDE RES,JOURNAL OF GENOCIDE RESEARCH,ENGLAND,,,,X
J GEOCHEM EXPLOR,JOURNAL OF GEOCHEMICAL EXPLORATION,NETHERLANDS,X,,,
J GEOD GEODYN,GEODESY AND GEODYNAMICS,PEOPLES R CHINA,,,,X
J GEOD SCI,JOURNAL OF GEODETIC SCIENCE,POLAND,,,,X
J GEODESY,JOURNAL OF GEODESY,GERMANY,X,,,
J GEODYN,JOURNAL OF GEODYNAMICS,ENGLAND,X,,,
J GEOGR,JOURNAL OF GEOGRAPHY,UNITED STATES,,X,,
J GEOGR HIGHER EDUC,JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION,ENGLAND,,X,,
J GEOGR INST JOVAN C,JOURNAL OF THE GEOGRAPHICAL INSTITUTE JOVAN CVIJIC SASA,SERBIA,,,,X
J GEOGR SCI,JOURNAL OF GEOGRAPHICAL SCIENCES,PEOPLES R CHINA,X,,,
J GEOGR SYST,JOURNAL OF GEOGRAPHICAL SYSTEMS,GERMANY,,X,,
J GEOGR-ISTANBUL,JOURNAL OF GEOGRAPHY-COGRAFYA DERGISI,TURKIYE,,,,X
J GEOGR-TOKYO,JOURNAL OF GEOGRAPHY-CHIGAKU ZASSHI,JAPAN,,,,X
J GEOL,JOURNAL OF GEOLOGY,UNITED STATES,X,,,
J GEOL GEOGR GEOECOL,JOURNAL OF GEOLOGY GEOGRAPHY AND GEOECOLOGY,UKRAINE,,,,X
J GEOL SOC INDIA,JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA,INDIA,X,,,
J GEOL SOC KOREA,JOURNAL OF THE GEOLOGICAL SOCIETY OF KOREA,SOUTH KOREA,,,,X
J GEOL SOC LONDON,JOURNAL OF THE GEOLOGICAL SOCIETY,ENGLAND,X,,,
J GEOM,JOURNAL OF GEOMETRY,GERMANY,,,,X
J GEOM ANAL,JOURNAL OF GEOMETRIC ANALYSIS,UNITED STATES,X,,,
J GEOM GRAPH,JOURNAL FOR GEOMETRY AND GRAPHICS,GERMANY,,,,X
J GEOM MECH,JOURNAL OF GEOMETRIC MECHANICS,UNITED STATES,X,,,
J GEOM PHYS,JOURNAL OF GEOMETRY AND PHYSICS,NETHERLANDS,X,,,
J GEOM SYMMETRY PHYS,JOURNAL OF GEOMETRY AND SYMMETRY IN PHYSICS,BULGARIA,,,,X
J GEOPHYS ENG,JOURNAL OF GEOPHYSICS AND ENGINEERING,ENGLAND,X,,,
J GEOPHYS RES-ATMOS,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,UNITED STATES,X,,,
J GEOPHYS RES-BIOGEO,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,UNITED STATES,X,,,
J GEOPHYS RES-EARTH,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,UNITED STATES,X,,,
J GEOPHYS RES-OCEANS,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,UNITED STATES,X,,,
J GEOPHYS RES-PLANET,JOURNAL OF GEOPHYSICAL RESEARCH-PLANETS,UNITED STATES,X,,,
J GEOPHYS RES-SOL EA,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,UNITED STATES,X,,,
J GEOPHYS RES-SPACE,JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS,UNITED STATES,X,,,
J GEOSCI-CZECH,JOURNAL OF GEOSCIENCES,CZECH REPUBLIC,X,,,
J GEOTECH GEOENVIRON,JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING,UNITED STATES,X,,,
J GEOVIS SPAT ANAL,JOURNAL OF GEOVISUALIZATION AND SPATIAL ANALYSIS,UNITED STATES,,,,X
J GER LINGUIST,JOURNAL OF GERMANIC LINGUISTICS,ENGLAND,,X,X,
J GERIATR CARDIOL,JOURNAL OF GERIATRIC CARDIOLOGY,PEOPLES R CHINA,X,,,
J GERIATR ONCOL,JOURNAL OF GERIATRIC ONCOLOGY,NETHERLANDS,X,,,
J GERIATR PHYS THER,JOURNAL OF GERIATRIC PHYSICAL THERAPY,UNITED STATES,X,,,
J GERIATR PSYCH NEUR,JOURNAL OF GERIATRIC PSYCHIATRY AND NEUROLOGY,UNITED STATES,X,,,
J GERONTOL A-BIOL,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,UNITED STATES,X,X,,
J GERONTOL B-PSYCHOL,JOURNALS OF GERONTOLOGY SERIES B-PSYCHOLOGICAL SCIENCES AND SOCIAL SCIENCES,UNITED STATES,X,X,,
J GERONTOL GERIATR,JOURNAL OF GERONTOLOGY AND GERIATRICS,ITALY,,,,X
J GERONTOL NURS,JOURNAL OF GERONTOLOGICAL NURSING,UNITED STATES,X,X,,
J GERONTOL SOC WORK,JOURNAL OF GERONTOLOGICAL SOCIAL WORK,UNITED STATES,,X,,
J GILDED AGE PROGR E,JOURNAL OF THE GILDED AGE AND PROGRESSIVE ERA,UNITED STATES,,X,X,
J GINSENG RES,JOURNAL OF GINSENG RESEARCH,SOUTH KOREA,X,,,
J GIZI PANGAN,JURNAL GIZI DAN PANGAN,INDONESIA,,,,X
J GLACIOL,JOURNAL OF GLACIOLOGY,ENGLAND,X,,,
J GLASS STUD,JOURNAL OF GLASS STUDIES,UNITED STATES,,,X,
J GLAUCOMA,JOURNAL OF GLAUCOMA,UNITED STATES,X,,,
J GLOB ANTIMICROB RE,JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE,ENGLAND,X,,,
J GLOB ECON ANAL,JOURNAL OF GLOBAL ECONOMIC ANALYSIS,UNITED STATES,,,,X
J GLOB ENTREP RES,JOURNAL OF GLOBAL ENTREPRENEURSHIP RESEARCH,GERMANY,,,,X
J GLOB FASH MARK,JOURNAL OF GLOBAL FASHION MARKETING,ENGLAND,,,,X
J GLOB HEALTH,JOURNAL OF GLOBAL HEALTH,SCOTLAND,X,X,,
J GLOB INF MANAG,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,UNITED STATES,,X,,
J GLOB INF TECH MAN,JOURNAL OF GLOBAL INFORMATION TECHNOLOGY MANAGEMENT,UNITED STATES,,X,,
J GLOB INFECT DIS,JOURNAL OF GLOBAL INFECTIOUS DISEASES,INDIA,,,,X
J GLOB MARK,JOURNAL OF GLOBAL MARKETING,ENGLAND,,,,X
J GLOB MOBIL,JOURNAL OF GLOBAL MOBILITY-THE HOME OF EXPATRIATE MANAGEMENT RESEARCH,ENGLAND,,,,X
J GLOB OPER STRATEG,JOURNAL OF GLOBAL OPERATIONS AND STRATEGIC SOURCING,ENGLAND,,,,X
J GLOB POWER PROPULS,JOURNAL OF THE GLOBAL POWER AND PROPULSION SOCIETY,SWITZERLAND,,,,X
J GLOB RESPONSIB,JOURNAL OF GLOBAL RESPONSIBILITY,ENGLAND,,,,X
J GLOB SCHOLARS MARK,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,ENGLAND,,,,X
J GLOB SECUR STUD,JOURNAL OF GLOBAL SECURITY STUDIES,ENGLAND,,,,X
J GLOB SPORT MANAGE,JOURNAL OF GLOBAL SPORT MANAGEMENT,ENGLAND,,,,X
J GLOBAL HIST,JOURNAL OF GLOBAL HISTORY,ENGLAND,,X,X,
J GLOBAL OPTIM,JOURNAL OF GLOBAL OPTIMIZATION,NETHERLANDS,X,,,
J GLOBAL SLAVERY,JOURNAL OF GLOBAL SLAVERY,NETHERLANDS,,,,X
J GRAPH THEOR,JOURNAL OF GRAPH THEORY,UNITED STATES,X,,,
J GREAT LAKES RES,JOURNAL OF GREAT LAKES RESEARCH,UNITED STATES,X,,,
J GREEK LINGUIST,JOURNAL OF GREEK LINGUISTICS,NETHERLANDS,,,,X
J GREEN BUILD,JOURNAL OF GREEN BUILDING,UNITED STATES,,,X,
J GREY SYST-UK,JOURNAL OF GREY SYSTEM,ENGLAND,X,,,
J GRID COMPUT,JOURNAL OF GRID COMPUTING,NETHERLANDS,X,,,
J GROUNDW SCI ENG,JOURNAL OF GROUNDWATER SCIENCE AND ENGINEERING,PEOPLES R CHINA,,,,X
J GROUP THEORY,JOURNAL OF GROUP THEORY,GERMANY,X,,,
J GUID CONTROL DYNAM,JOURNAL OF GUIDANCE CONTROL AND DYNAMICS,UNITED STATES,X,,,
J GYNECOL OBSTET HUM,JOURNAL OF GYNECOLOGY OBSTETRICS AND HUMAN REPRODUCTION,FRANCE,X,,,
J GYNECOL ONCOL,JOURNAL OF GYNECOLOGIC ONCOLOGY,SOUTH KOREA,X,,,
J GYNECOL SURG,JOURNAL OF GYNECOLOGIC SURGERY,UNITED STATES,,,,X
J HAND MICROSURG,JOURNAL OF HAND AND MICROSURGERY,INDIA,,,,X
J HAND SURG-AM,JOURNAL OF HAND SURGERY-AMERICAN VOLUME,UNITED STATES,X,,,
J HAND SURG-ASIAN-PA,JOURNAL OF HAND SURGERY-ASIAN-PACIFIC VOLUME,SINGAPORE,,,,X
J HAND SURG-EUR VOL,JOURNAL OF HAND SURGERY-EUROPEAN VOLUME,ENGLAND,X,,,
J HAND THER,JOURNAL OF HAND THERAPY,UNITED STATES,X,,,
J HAPPINESS STUD,JOURNAL OF HAPPINESS STUDIES,NETHERLANDS,,X,,
J HARD TISSUE BIOL,JOURNAL OF HARD TISSUE BIOLOGY,JAPAN,X,,,
J HAZARD MATER,JOURNAL OF HAZARDOUS MATERIALS,NETHERLANDS,X,,,
J HAZARD MATER ADV,JOURNAL OF HAZARDOUS MATERIALS ADVANCES,NETHERLANDS,,,,X
J HAZARD MATER LETT,JOURNAL OF HAZARDOUS MATERIALS LETTERS,NETHERLANDS,,,,X
J HAZARD TOXIC RADIO,JOURNAL OF HAZARDOUS TOXIC AND RADIOACTIVE WASTE,UNITED STATES,,,,X
J HEAD NECK PHYSICIA,JOURNAL OF HEAD & NECK PHYSICIANS AND SURGEONS,INDIA,,,,X
J HEAD TRAUMA REHAB,JOURNAL OF HEAD TRAUMA REHABILITATION,UNITED STATES,X,X,,
J HEADACHE PAIN,JOURNAL OF HEADACHE AND PAIN,ENGLAND,X,,,
J HEALTH CARE CHAPL,JOURNAL OF HEALTH CARE CHAPLAINCY,UNITED STATES,,,,X
J HEALTH CARE POOR U,JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED,UNITED STATES,,X,,
J HEALTH COMMUN,JOURNAL OF HEALTH COMMUNICATION,UNITED STATES,,X,,
J HEALTH ECON,JOURNAL OF HEALTH ECONOMICS,NETHERLANDS,X,X,,
J HEALTH ECON OUTCOM,JOURNAL OF HEALTH ECONOMICS AND OUTCOMES RESEARCH,UNITED STATES,,,,X
J HEALTH LIT,JOURNAL OF HEALTH LITERACY,IRAN,,,,X
J HEALTH MANAG,JOURNAL OF HEALTH MANAGEMENT,INDIA,,,,X
J HEALTH ORGAN MANAG,JOURNAL OF HEALTH ORGANIZATION AND MANAGEMENT,ENGLAND,,X,,
J HEALTH POLIT POLIC,JOURNAL OF HEALTH POLITICS POLICY AND LAW,UNITED STATES,X,X,,
J HEALTH POPUL NUTR,JOURNAL OF HEALTH POPULATION AND NUTRITION,BANGLADESH,X,,,
J HEALTH PSYCHOL,JOURNAL OF HEALTH PSYCHOLOGY,ENGLAND,,X,,
J HEALTH RES,JOURNAL OF HEALTH RESEARCH,THAILAND,,,,X
J HEALTH SAF WORK,JOURNAL OF HEALTH AND SAFETY AT WORK,IRAN,,,,X
J HEALTH SERV RES PO,JOURNAL OF HEALTH SERVICES RESEARCH & POLICY,ENGLAND,,X,,
J HEALTH SOC BEHAV,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,UNITED STATES,,X,,
J HEALTHC INFORM RES,JOURNAL OF HEALTHCARE INFORMATICS RESEARCH,UNITED STATES,,,,X
J HEALTHC LEADERSH,JOURNAL OF HEALTHCARE LEADERSHIP,ENGLAND,,,,X
J HEALTHC MANAG,JOURNAL OF HEALTHCARE MANAGEMENT,UNITED STATES,,X,,
J HEALTHC QUAL,JOURNAL FOR HEALTHCARE QUALITY,UNITED STATES,X,X,,
J HEALTHC QUAL RES,JOURNAL OF HEALTHCARE QUALITY RESEARCH,SPAIN,,,,X
J HEART LUNG TRANSPL,JOURNAL OF HEART AND LUNG TRANSPLANTATION,UNITED STATES,X,,,
J HEAT TRANS-T ASME,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,UNITED STATES,X,,,
J HEBR SCR,JOURNAL OF HEBREW SCRIPTURES,CANADA,,,,X
J HELL VET MED SOC,JOURNAL OF THE HELLENIC VETERINARY MEDICAL SOCIETY,GREECE,X,,,
J HELLENIC STUD,JOURNAL OF HELLENIC STUDIES,ENGLAND,,,X,
J HELMINTHOL,JOURNAL OF HELMINTHOLOGY,ENGLAND,X,,,
J HEMATOL,JOURNAL OF HEMATOLOGY,CANADA,,,,X
