title,issn,eissn,year,jif,jif_without_self_cites,source_url
J HUM RESOUR,0022-166X,1548-8004,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1485
J HEART LUNG TRANSPL,1053-2498,1557-3117,2024,6.000,5.500,https://journalsimpactfactors.com/journal.php?id=1486
FOOD POLICY,0306-9192,1873-5657,2024,6.000,5.600,https://journalsimpactfactors.com/journal.php?id=1487
ANNU REV BIOMED DA S,2574-3414,2574-3414,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1488
CRIT CARE MED,0090-3493,1530-0293,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1489
MIS QUART,0276-7783,N/A,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1490
GLOBAL ECOL BIOGEOGR,1466-822X,1466-8238,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1491
IEEE T PARALL DISTR,1045-9219,1558-2183,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1492
HUM DEV,0018-716X,1423-0054,2024,6.000,5.800,https://journalsimpactfactors.com/journal.php?id=1493
J CYST FIBROS,1569-1993,1873-5010,2024,6.000,4.900,https://journalsimpactfactors.com/journal.php?id=1494
J MED INTERNET RES,1438-8871,N/A,2024,6.000,5.600,https://journalsimpactfactors.com/journal.php?id=1495
J SMALL BUS MANAGE,0047-2778,1540-627X,2024,6.000,5.400,https://journalsimpactfactors.com/journal.php?id=1497
ACM T MULTIM COMPUT,1551-6857,1551-6865,2024,6.000,4.500,https://journalsimpactfactors.com/journal.php?id=1498
J AM SOC ECHOCARDIOG,0894-7317,N/A,2024,6.000,5.400,https://journalsimpactfactors.com/journal.php?id=1499
VALUE HEALTH,1098-3015,1524-4733,2024,6.000,5.500,https://journalsimpactfactors.com/journal.php?id=1500
ANAL CHIM ACTA,0003-2670,1873-4324,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1501
DIABETES-METAB RES,1520-7552,1520-7560,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1502
WORK STRESS,0267-8373,1464-5335,2024,6.000,5.800,https://journalsimpactfactors.com/journal.php?id=1503
EUR J OPER RES,0377-2217,1872-6860,2024,6.000,5.400,https://journalsimpactfactors.com/journal.php?id=1504
NONLINEAR DYNAM,0924-090X,1573-269X,2024,6.000,4.800,https://journalsimpactfactors.com/journal.php?id=1505
POLYM TEST,0142-9418,1873-2348,2024,6.000,5.800,https://journalsimpactfactors.com/journal.php?id=1506
J MANUF TECHNOL MANA,1741-038X,1758-7786,2024,6.000,5.200,https://journalsimpactfactors.com/journal.php?id=1507
ADV PHOTON NEXUS,2791-1519,2791-1519,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1508
FINANC MANAGE,0046-3892,1755-053X,2024,6.000,5.500,https://journalsimpactfactors.com/journal.php?id=1509
INT J ACCOUNT INF SY,1467-0895,1873-4723,2024,6.000,5.600,https://journalsimpactfactors.com/journal.php?id=1510
INT J BIOPRINTING,2424-7723,2424-8002,2024,6.000,5.500,https://journalsimpactfactors.com/journal.php?id=1511
J MECH PHYS SOLIDS,0022-5096,1873-4782,2024,6.000,5.200,https://journalsimpactfactors.com/journal.php?id=1513
ENVIRON SCI EUR,2190-4707,2190-4715,2024,6.000,5.700,https://journalsimpactfactors.com/journal.php?id=1515
APPL ENERG COMBUST S,2666-352X,2666-352X,2024,6.000,5.800,https://journalsimpactfactors.com/journal.php?id=1517
BUS SOC,0007-6503,1552-4205,2024,6.000,5.200,https://journalsimpactfactors.com/journal.php?id=1518
J IND ENG CHEM,1226-086X,1876-794X,2024,6.000,5.800,https://journalsimpactfactors.com/journal.php?id=1519
SEMIN CELL DEV BIOL,1084-9521,1096-3634,2024,6.000,6.000,https://journalsimpactfactors.com/journal.php?id=1521
ADV IND MANUF ENG,2666-9129,2666-9129,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1523
FOOD REV INT,8755-9129,1525-6103,2024,6.000,5.900,https://journalsimpactfactors.com/journal.php?id=1524
RUSS CHEM REV+,0036-021X,1468-4837,2024,6.000,5.500,https://journalsimpactfactors.com/journal.php?id=1526
WIRES ENERGY ENVIRON,2041-8396,2041-840X,2024,6.000,6.000,https://journalsimpactfactors.com/journal.php?id=1527
CLASSICAL REV,0009-840X,1464-3561,2024,6.000,6.000,https://journalsimpactfactors.com/journal.php?id=1528
BIG DATA SOC,2053-9517,2053-9517,2024,5.900,5.300,https://journalsimpactfactors.com/journal.php?id=1529
J DENT RES,0022-0345,1544-0591,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1530
J DEMOCR,1045-5736,1086-3214,2024,5.900,5.400,https://journalsimpactfactors.com/journal.php?id=1531
EUR J EPIDEMIOL,0393-2990,1573-7284,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1532
TRANSL RES,1931-5244,1878-1810,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1533
DEF TECHNOL,2096-3459,2214-9147,2024,5.900,5.200,https://journalsimpactfactors.com/journal.php?id=1534
ENVIRON POLIT,0964-4016,1743-8934,2024,5.900,5.400,https://journalsimpactfactors.com/journal.php?id=1535
AIN SHAMS ENG J,2090-4479,2090-4495,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1536
INT J EPIDEMIOL,0300-5771,1464-3685,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1537
INT J ADVERT,0265-0487,1759-3948,2024,5.900,4.800,https://journalsimpactfactors.com/journal.php?id=1538
J CORP FINANC,0929-1199,1872-6313,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1539
CONSERV LETT,1755-263X,1755-263X,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1540
J ENVIRON ECON MANAG,0095-0696,1096-0449,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1541
B AM METEOROL SOC,0003-0007,1520-0477,2024,5.900,5.500,https://journalsimpactfactors.com/journal.php?id=1542
LAND USE POLICY,0264-8377,1873-5754,2024,5.900,5.500,https://journalsimpactfactors.com/journal.php?id=1543
SEMIN NUCL MED,0001-2998,1558-4623,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1544
EUR J MED CHEM,0223-5234,1768-3254,2024,5.900,5.300,https://journalsimpactfactors.com/journal.php?id=1545
SPORTS MED-OPEN,2199-1170,2198-9761,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1546
IEEE T INSTRUM MEAS,0018-9456,1557-9662,2024,5.900,4.800,https://journalsimpactfactors.com/journal.php?id=1547
J BONE MINER RES,0884-0431,1523-4681,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1548
J COSMOL ASTROPART P,1475-7516,1475-7516,2024,5.900,4.300,https://journalsimpactfactors.com/journal.php?id=1549
SURV OPHTHALMOL,0039-6257,1879-3304,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1550
EPMA J,1878-5077,1878-5085,2024,5.900,4.700,https://journalsimpactfactors.com/journal.php?id=1552
AUTOMATICA,0005-1098,1873-2836,2024,5.900,5.500,https://journalsimpactfactors.com/journal.php?id=1553
FOOD BIOSCI,2212-4292,2212-4306,2024,5.900,5.300,https://journalsimpactfactors.com/journal.php?id=1554
AM J PREVENT CARDIOL,2666-6677,2666-6677,2024,5.900,5.700,https://journalsimpactfactors.com/journal.php?id=1555
CSEE J POWER ENERGY,2096-0042,2096-0042,2024,5.900,5.200,https://journalsimpactfactors.com/journal.php?id=1556
CELL BIOL TOXICOL,0742-2091,1573-6822,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1557
INT J HUM RESOUR MAN,0958-5192,1466-4399,2024,5.900,5.500,https://journalsimpactfactors.com/journal.php?id=1558
FOOD STRUCT-NETH,2213-3291,2213-3291,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1559
FRONT IMMUNOL,1664-3224,1664-3224,2024,5.900,5.500,https://journalsimpactfactors.com/journal.php?id=1560
BUILD SIMUL-CHINA,1996-3599,1996-8744,2024,5.900,5.100,https://journalsimpactfactors.com/journal.php?id=1561
SUBST ABUSE REHABIL,1179-8467,1179-8467,2024,5.900,5.900,https://journalsimpactfactors.com/journal.php?id=1562
RENEW ENERG FOCUS,1755-0084,1878-0229,2024,5.900,5.600,https://journalsimpactfactors.com/journal.php?id=1564
J MOL CELL BIOL,1674-2788,1759-4685,2024,5.900,5.800,https://journalsimpactfactors.com/journal.php?id=1565
J NAT GAS SCI ENG,1875-5100,2212-3865,2024,5.900,5.900,https://journalsimpactfactors.com/journal.php?id=1566
AM POLIT SCI REV,0003-0554,1537-5943,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1567
CURR DIR PSYCHOL SCI,0963-7214,1467-8721,2024,5.800,5.800,https://journalsimpactfactors.com/journal.php?id=1568
WORLD J EMERG SURG,1749-7922,1749-7922,2024,5.800,5.600,https://journalsimpactfactors.com/journal.php?id=1569
J ORTHOP SPORT PHYS,0190-6011,1938-1344,2024,5.800,5.500,https://journalsimpactfactors.com/journal.php?id=1570
PSYCHOL REV,0033-295X,1939-1471,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1571
AEROSP SCI TECHNOL,1270-9638,1626-3219,2024,5.800,4.500,https://journalsimpactfactors.com/journal.php?id=1572
IEEE T SERV COMPUT,1939-1374,1939-1374,2024,5.800,5.200,https://journalsimpactfactors.com/journal.php?id=1573
COMPUT HUM BEHAV REP,2451-9588,2451-9588,2024,5.800,5.600,https://journalsimpactfactors.com/journal.php?id=1574
J CARDIOVASC COMPUT,1934-5925,1934-5925,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1575
COMMUN PHYS-UK,2399-3650,2399-3650,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1576
HYDROL EARTH SYST SC,1027-5606,1607-7938,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1577
PROSTATE CANCER P D,1365-7852,1476-5608,2024,5.800,5.000,https://journalsimpactfactors.com/journal.php?id=1578
ALTEX-ALTERN ANIM EX,1868-596X,1868-8551,2024,5.800,4.800,https://journalsimpactfactors.com/journal.php?id=1579
REV ACCOUNT STUD,1380-6653,1573-7136,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1580
IEEE T ANTENN PROPAG,0018-926X,1558-2221,2024,5.800,4.600,https://journalsimpactfactors.com/journal.php?id=1581
ASTRON ASTROPHYS,0004-6361,1432-0746,2024,5.800,3.500,https://journalsimpactfactors.com/journal.php?id=1582
J BIONIC ENG,1672-6529,2543-2141,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1583
IEEE T SIGNAL PROCES,1053-587X,1941-0476,2024,5.800,5.200,https://journalsimpactfactors.com/journal.php?id=1584
SCI CHINA EARTH SCI,1674-7313,1869-1897,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1585
APPL CLAY SCI,0169-1317,1872-9053,2024,5.800,5.200,https://journalsimpactfactors.com/journal.php?id=1586
BUS PROCESS MANAG J,1463-7154,1758-4116,2024,5.800,4.700,https://journalsimpactfactors.com/journal.php?id=1587
INT J HEAT MASS TRAN,0017-9310,1879-2189,2024,5.800,5.000,https://journalsimpactfactors.com/journal.php?id=1588
INT J MOL MED,1107-3756,1791-244X,2024,5.800,5.800,https://journalsimpactfactors.com/journal.php?id=1589
JMIR MENT HEALTH,2368-7959,2368-7959,2024,5.800,5.500,https://journalsimpactfactors.com/journal.php?id=1590
WIRES WATER,2049-1948,2049-1948,2024,5.800,5.600,https://journalsimpactfactors.com/journal.php?id=1591
CURR RES MICROB SCI,2666-5174,2666-5174,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1592
ASIA PAC J MANAG,0217-4561,1572-9958,2024,5.800,5.300,https://journalsimpactfactors.com/journal.php?id=1593
FOOD BIOPROCESS TECH,1935-5130,1935-5149,2024,5.800,4.900,https://journalsimpactfactors.com/journal.php?id=1594
BIOMASS BIOENERG,0961-9534,1873-2909,2024,5.800,5.500,https://journalsimpactfactors.com/journal.php?id=1595
NEUROSCI BULL,1673-7067,1995-8218,2024,5.800,5.300,https://journalsimpactfactors.com/journal.php?id=1597
CARDIOVASC INTERV TH,1868-4300,1868-4297,2024,5.800,5.300,https://journalsimpactfactors.com/journal.php?id=1598
J FOOD ENG,0260-8774,1873-5770,2024,5.800,5.400,https://journalsimpactfactors.com/journal.php?id=1599
J SAUDI CHEM SOC,1319-6103,2212-4640,2024,5.800,5.600,https://journalsimpactfactors.com/journal.php?id=1600
CARBON BAL MANAGE,1750-0680,1750-0680,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1601
NEPAL J EPIDEMIOL,2091-0800,2091-0800,2024,5.800,5.800,https://journalsimpactfactors.com/journal.php?id=1602
CARBON LETT,1976-4251,2233-4998,2024,5.800,5.100,https://journalsimpactfactors.com/journal.php?id=1603
CURR OPIN IMMUNOL,0952-7915,1879-0372,2024,5.800,5.700,https://journalsimpactfactors.com/journal.php?id=1604
RECALL,0958-3440,1474-0109,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1607
OPHTHALMOL RETINA,2468-6530,N/A,2024,5.700,5.300,https://journalsimpactfactors.com/journal.php?id=1608
INT J COMP-SUPP COLL,1556-1607,1556-1615,2024,5.700,5.000,https://journalsimpactfactors.com/journal.php?id=1609
AM ECON J-MACROECON,1945-7707,1945-7715,2024,5.700,5.700,https://journalsimpactfactors.com/journal.php?id=1610
J COMPUT-MEDIAT COMM,1083-6101,1083-6101,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1611
J INVEST DERMATOL,0022-202X,1523-1747,2024,5.700,5.400,https://journalsimpactfactors.com/journal.php?id=1612
CRIT PERSPECT ACCOUN,1045-2354,1095-9955,2024,5.700,4.300,https://journalsimpactfactors.com/journal.php?id=1613
CHINESE J AERONAUT,1000-9361,2588-9230,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1614
IEEE T BIG DATA,2332-7790,2332-7790,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1615
AGR FOREST METEOROL,0168-1923,1873-2240,2024,5.700,5.300,https://journalsimpactfactors.com/journal.php?id=1616
INT J ENG SCI,0020-7225,1879-2197,2024,5.700,4.100,https://journalsimpactfactors.com/journal.php?id=1617
SYST BIOL,1063-5157,1076-836X,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1618
PLANT PHYSIOL BIOCH,0981-9428,1873-2690,2024,5.700,5.200,https://journalsimpactfactors.com/journal.php?id=1619
PLANT J,0960-7412,1365-313X,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1620
ACAD MANAGE PERSPECT,1558-9080,N/A,2024,5.700,5.000,https://journalsimpactfactors.com/journal.php?id=1621
ACTA NEUROPATHOL COM,2051-5960,2051-5960,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1622
J RURAL STUD,0743-0167,1873-1392,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1623
B WORLD HEALTH ORGAN,0042-9686,1564-0604,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1624
KIDNEY INT REP,2468-0249,2468-0249,2024,5.700,5.400,https://journalsimpactfactors.com/journal.php?id=1625
COMPUT EDUC OPEN,2666-5573,2666-5573,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1626
HEART RHYTHM,1547-5271,1556-3871,2024,5.700,5.000,https://journalsimpactfactors.com/journal.php?id=1627
IEEE T AERO ELEC SYS,0018-9251,1557-9603,2024,5.700,5.000,https://journalsimpactfactors.com/journal.php?id=1628
STRUCT HEALTH MONIT,1475-9217,1741-3168,2024,5.700,4.900,https://journalsimpactfactors.com/journal.php?id=1629
SMART AGR TECHNOL,2772-3755,2772-3755,2024,5.700,5.200,https://journalsimpactfactors.com/journal.php?id=1630
J MED SYST,0148-5598,1573-689X,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1632
IEEE T RELIAB,0018-9529,1558-1721,2024,5.700,5.000,https://journalsimpactfactors.com/journal.php?id=1633
J CHEMINFORMATICS,1758-2946,1758-2946,2024,5.700,5.300,https://journalsimpactfactors.com/journal.php?id=1634
CATENA,0341-8162,1872-6887,2024,5.700,5.200,https://journalsimpactfactors.com/journal.php?id=1635
CHIN MED-UK,1749-8546,1749-8546,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1636
ACTA GEOTECH,1861-1125,1861-1133,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1637
DIABETES OBES METAB,1462-8902,1463-1326,2024,5.700,5.200,https://journalsimpactfactors.com/journal.php?id=1638
HIGH POWER LASER SCI,2095-4719,2052-3289,2024,5.700,5.200,https://journalsimpactfactors.com/journal.php?id=1639
ADV ENG SOFTW,0965-9978,1873-5339,2024,5.700,5.400,https://journalsimpactfactors.com/journal.php?id=1640
APPL WATER SCI,2190-5487,2190-5495,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1641
ATHEROSCLEROSIS,0021-9150,1879-1484,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1642
ENG FAIL ANAL,1350-6307,1873-1961,2024,5.700,4.600,https://journalsimpactfactors.com/journal.php?id=1643
TRAVEL BEHAV SOC,2214-367X,2214-3688,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1644
PROG PLANN,0305-9006,1873-4510,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1645
INT J IMPACT ENG,0734-743X,1879-3509,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1646
J EXP BOT,0022-0957,1460-2431,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1647
INT J TOUR RES,1099-2340,1522-1970,2024,5.700,3.400,https://journalsimpactfactors.com/journal.php?id=1648
J CLIN IMMUNOL,0271-9142,1573-2592,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1649
R&amp;D MANAGE,0033-6807,1467-9310,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1650
SUSTAIN COMPUT-INFOR,2210-5379,2210-5387,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1651
EUR J INNOV MANAG,1460-1060,1758-7115,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1652
J PROD BRAND MANAG,1061-0421,2054-1643,2024,5.700,4.400,https://journalsimpactfactors.com/journal.php?id=1653
INT J COAL GEOL,0166-5162,1872-7840,2024,5.700,5.100,https://journalsimpactfactors.com/journal.php?id=1654
BLOOD REV,0268-960X,1532-1681,2024,5.700,5.700,https://journalsimpactfactors.com/journal.php?id=1655
CHEM BIOMED IMAGING,2832-3637,2832-3637,2024,5.700,5.400,https://journalsimpactfactors.com/journal.php?id=1657
CARD FAIL REV,2057-7540,2057-7559,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1658
BRIT J MANAGE,1045-3172,1467-8551,2024,5.700,5.300,https://journalsimpactfactors.com/journal.php?id=1659
MATER RES BULL,0025-5408,1873-4227,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1660
IEEE ANTENN PROPAG M,1045-9243,1558-4143,2024,5.700,5.400,https://journalsimpactfactors.com/journal.php?id=1661
J MATER CHEM B,2050-750X,2050-7518,2024,5.700,5.500,https://journalsimpactfactors.com/journal.php?id=1662
BIOMATER SCI-UK,2047-4830,2047-4849,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1663
FOUND TRENDS SIGNAL,1932-8346,1932-8354,2024,5.700,5.700,https://journalsimpactfactors.com/journal.php?id=1665
ADV ENERG SUST RES,2699-9412,2699-9412,2024,5.700,5.700,https://journalsimpactfactors.com/journal.php?id=1667
ESSAYS BIOCHEM,0071-1365,1744-1358,2024,5.700,5.700,https://journalsimpactfactors.com/journal.php?id=1668
CHEMTEXTS,2199-3793,2199-3793,2024,5.700,5.600,https://journalsimpactfactors.com/journal.php?id=1669
SYSTEM,0346-251X,1879-3282,2024,5.600,4.700,https://journalsimpactfactors.com/journal.php?id=1670
OCUL SURF,1542-0124,1937-5913,2024,5.600,5.200,https://journalsimpactfactors.com/journal.php?id=1671
JAMA OTOLARYNGOL,2168-6181,2168-619X,2024,5.600,5.200,https://journalsimpactfactors.com/journal.php?id=1672
AM J POLIT SCI,0092-5853,1540-5907,2024,5.600,5.400,https://journalsimpactfactors.com/journal.php?id=1673
SOC ISS POLICY REV,1751-2395,1751-2409,2024,5.600,5.600,https://journalsimpactfactors.com/journal.php?id=1674
INTERACT TECHNOL SMA,1741-5659,1758-8510,2024,5.600,5.400,https://journalsimpactfactors.com/journal.php?id=1675
CHAOS SOLITON FRACT,0960-0779,1873-2887,2024,5.600,4.800,https://journalsimpactfactors.com/journal.php?id=1677
NEPHROL DIAL TRANSPL,0931-0509,1460-2385,2024,5.600,5.400,https://journalsimpactfactors.com/journal.php?id=1678
IEEE T SOFTWARE ENG,0098-5589,1939-3520,2024,5.600,5.200,https://journalsimpactfactors.com/journal.php?id=1679
CROP J,2095-5421,2214-5141,2024,5.600,5.500,https://journalsimpactfactors.com/journal.php?id=1680
INT REV ECON FINANC,1059-0560,1873-8036,2024,5.600,5.100,https://journalsimpactfactors.com/journal.php?id=1681
